Abstraction	Cohesion	Complexity	Composition	Coupling	Design Size	Effectiveness	Encapsulation	Extendibility	Flexibility	Functionality	Hierarchies	Inheritance	Messaging	Polymorphism	Reusability	Standard Cohesion	Standard Complexity	Standard Coupling	TQI	Understandability
7	31	28	31	38	16	52	41	17	46	34	4	16	28	25	29	21	40	34	37	24
18	31	19	15	28	26	36	35	20	32	23	14	18	19	24	19	17	29	30	26	36
12	24	14	19	21	18	36	25	17	35	17	12	17	14	22	16	12	25	18	22	23
8	26	6	15	15	19	29	15	14	28	11	14	14	6	25	11	6	23	15	11	2
12	26	19	22	26	20	46	31	17	41	22	18	16	18	23	18	20	28	25	27	23
19	40	23	26	34	26	59	23	30	43	30	32	30	23	36	24	17	42	29	26	20
14	40	22	27	33	25	54	39	23	42	30	14	27	23	37	28	18	44	34	34	19
17	41	26	23	29	22	51	40	31	45	35	16	21	26	40	32	28	34	27	40	26
10	32	29	25	31	13	53	34	25	46	32	18	18	26	20	28	27	33	30	37	27
1	0	0	1	1	2	3	1	1	2	0	2	1	0	1	0	0	1	0	1	2
7	8	8	10	11	10	19	14	12	17	12	12	11	8	11	12	8	18	9	12	7
18	38	27	36	42	32	50	41	21	41	29	10	16	26	30	22	25	48	43	26	20
19	27	11	13	20	24	31	24	19	25	17	20	19	12	25	13	10	30	18	16	21
11	36	29	21	29	17	66	48	31	43	39	14	29	29	30	35	28	44	33	48	33
8	24	24	20	23	12	54	49	22	48	28	8	16	24	23	31	24	25	28	49	38
4	3	1	4	4	7	9	2	6	8	1	6	6	1	5	1	1	7	1	3	6
9	30	15	19	22	14	47	25	21	37	21	10	21	14	25	19	17	25	21	31	21
4	17	18	13	14	6	31	23	10	27	24	6	9	18	11	18	17	26	19	22	14
4	23	22	22	25	8	45	24	15	39	30	6	17	21	19	24	19	34	24	32	26
7	5	1	2	2	8	10	6	5	9	5	8	5	5	4	5	1	5	3	9	8
11	35	30	31	33	17	52	35	21	46	35	8	22	30	20	31	29	35	35	40	36
8	13	25	24	25	11	43	32	12	39	27	8	12	25	15	22	21	27	24	30	21
9	29	32	35	35	23	60	47	22	49	38	10	20	32	28	27	30	45	35	41	31
12	23	21	22	23	15	46	34	22	41	26	14	17	20	19	21	19	29	28	32	30
16	16	6	6	5	19	25	17	18	22	6	32	15	6	17	6	6	16	6	7	19
3	3	1	1	2	4	9	8	3	9	1	6	3	1	3	1	1	3	1	6	7
7	30	29	25	26	12	50	35	18	40	34	6	20	29	22	31	28	38	25	38	27
4	34	31	27	33	6	68	44	26	54	43	2	26	29	28	35	28	37	34	49	27
8	20	19	18	20	9	33	18	18	30	28	6	17	22	16	26	20	31	24	30	18
12	30	25	18	28	14	60	53	23	52	30	14	19	26	24	29	23	31	26	43	37
14	31	25	24	26	19	52	41	25	40	30	12	24	25	28	26	19	34	26	35	31
10	26	26	25	26	14	45	39	19	39	31	12	18	26	24	23	23	31	31	30	27
11	25	21	18	22	15	44	30	20	37	25	16	17	20	22	25	18	31	18	33	21
5	29	30	30	32	11	40	35	10	34	32	4	9	26	19	26	28	37	26	30	19
16	36	27	25	33	21	55	49	26	47	32	18	20	26	30	30	25	36	30	38	37
21	41	25	30	41	33	57	34	26	38	30	32	29	24	39	24	20	51	34	28	20
7	32	34	34	39	13	59	37	19	47	40	4	20	32	27	28	29	46	39	37	20
3	29	29	29	30	5	51	30	18	41	40	4	19	27	17	36	27	38	26	41	21
15	25	14	21	23	25	39	29	24	36	21	12	21	15	24	20	13	27	22	26	31
4	2	3	5	6	6	9	4	4	5	4	8	4	3	1	4	3	2	5	6	10
7	26	21	19	22	11	45	31	19	42	31	8	17	22	21	26	19	27	20	42	25
14	34	24	24	25	21	45	35	26	41	35	24	21	26	24	28	23	44	36	35	22
6	32	30	28	31	9	53	39	20	47	40	8	22	30	28	32	26	42	30	39	24
22	34	14	17	22	27	44	33	27	38	20	22	23	15	26	16	10	32	25	25	34
9	28	23	25	27	14	45	31	15	37	31	12	17	24	21	28	21	33	29	29	18
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9	35	31	30	34	14	46	27	23	35	40	12	20	30	22	32	26	40	30	33	15
10	28	27	26	29	15	47	34	20	38	32	12	16	28	23	25	24	38	33	31	25
4	28	21	24	27	8	37	21	14	34	32	0	13	20	22	25	19	33	30	26	13
11	29	16	18	23	14	44	27	20	37	22	12	18	15	26	18	14	34	24	26	18
19	32	16	24	28	30	51	38	24	40	17	16	18	14	29	15	14	34	32	22	30
5	28	33	34	34	7	54	33	21	51	42	4	20	34	29	37	28	36	29	42	17
2	23	27	25	27	4	41	28	9	33	33	4	11	27	17	31	22	32	24	33	16
11	27	23	24	27	14	54	34	27	50	31	12	24	21	26	26	20	34	29	39	26
4	23	20	19	21	8	36	24	12	35	28	6	7	21	18	25	20	28	13	31	19
4	35	30	34	36	8	50	28	19	46	43	6	19	30	25	34	28	47	34	40	13
10	25	35	29	31	14	59	41	19	46	41	10	24	36	22	33	28	39	25	40	28
3	11	6	2	5	4	25	19	12	21	14	2	11	6	9	13	6	11	6	25	20
2	21	21	17	20	2	45	31	16	37	32	0	14	21	14	28	20	27	17	40	22
10	28	20	15	21	13	42	22	28	36	32	6	25	19	27	28	17	34	20	33	19
10	26	25	28	30	19	56	30	24	45	37	10	23	27	29	28	25	37	24	37	24
17	27	20	17	27	22	42	33	36	38	32	10	33	21	34	26	20	31	26	43	30
10	30	26	21	23	13	46	34	20	42	39	16	15	26	23	33	20	41	28	36	31
5	22	34	30	31	8	53	43	15	48	37	10	16	32	21	32	27	35	33	44	24
18	41	31	33	39	28	57	45	35	50	40	24	27	30	39	33	30	53	33	42	23
8	40	37	37	41	12	67	43	29	57	48	6	34	38	34	43	31	47	33	54	27
3	24	32	24	29	4	49	33	23	42	35	4	19	29	22	31	26	33	25	42	20
3	29	26	25	28	3	43	25	15	38	36	4	17	24	24	33	22	33	29	35	19
27	42	22	27	38	39	49	40	36	35	29	28	30	20	35	26	17	46	33	31	30
0	2	1	0	0	0	3	2	2	3	3	0	2	1	1	3	1	2	2	1	1
7	32	23	23	31	13	45	27	17	36	34	8	20	23	27	24	19	40	32	28	15
1	18	30	25	29	1	45	32	13	37	35	2	6	28	9	31	26	35	30	41	26
22	43	28	29	33	31	58	40	28	55	29	18	30	27	38	26	21	44	34	32	27
3	26	36	37	39	6	63	34	21	40	46	6	22	35	18	30	29	44	41	38	21
17	39	37	33	39	22	67	53	29	60	46	24	26	36	35	40	32	52	34	49	35
17	37	25	28	36	24	52	40	21	42	28	28	18	24	30	24	25	38	27	27	21
14	31	25	23	24	18	54	38	23	50	33	8	22	24	27	28	22	37	30	37	33
19	34	27	32	35	29	63	41	30	48	34	20	22	26	32	22	24	45	31	32	33
1	28	36	32	33	3	56	32	19	43	43	0	19	32	18	35	31	43	32	42	17
10	13	3	6	6	13	18	16	15	7	12	18	15	10	16	10	3	10	12	13	10
17	35	29	29	29	27	55	38	31	39	32	24	24	27	34	24	22	50	35	31	20
15	37	27	24	33	21	58	44	32	51	35	14	28	26	31	28	24	48	39	38	28
11	28	15	20	19	17	34	25	22	33	22	16	20	15	23	19	14	27	16	21	20
7	26	31	26	31	12	66	48	27	54	43	8	24	32	24	29	28	43	35	52	28
2	23	23	20	23	3	41	28	13	37	30	2	13	22	17	26	21	33	24	32	19
4	24	29	23	24	6	54	41	18	49	36	2	14	27	18	28	25	36	26	42	29
15	36	25	32	35	28	58	45	29	42	29	12	23	23	29	29	28	47	39	33	31
15	27	28	31	34	19	57	27	20	47	34	28	17	27	24	27	22	31	17	35	17
13	30	36	34	34	18	68	38	26	54	43	14	27	35	27	31	32	42	31	41	32
28	36	21	15	28	38	47	41	35	39	30	40	25	21	36	24	21	41	30	29	40
17	32	23	22	22	24	52	29	33	39	32	22	26	22	25	29	18	30	26	32	42
15	36	32	33	36	22	52	40	27	42	38	14	28	31	32	32	26	50	31	34	23
8	30	23	21	21	14	49	37	28	44	33	6	17	21	24	28	23	41	20	39	20
13	32	19	21	22	21	32	23	22	32	28	18	21	19	23	27	16	37	23	25	17
8	26	22	21	23	10	41	29	18	39	25	12	16	20	26	23	17	33	20	30	21
6	22	16	17	19	8	33	24	12	31	23	8	14	15	15	16	12	30	24	22	18
0	25	25	22	23	0	43	24	20	39	38	0	20	27	22	32	21	33	16	40	12
0	29	27	26	29	2	53	34	20	44	42	0	16	27	22	35	28	43	28	48	21
4	26	34	31	31	4	51	35	19	44	38	4	15	31	19	34	28	36	24	43	27
10	29	31	24	29	10	68	43	28	59	42	8	21	30	30	34	28	43	38	51	35
4	22	30	27	28	4	46	23	14	39	36	0	19	29	17	26	25	31	20	33	24
27	38	25	27	36	35	61	41	35	51	32	34	30	26	36	30	22	44	32	36	28
28	40	23	27	30	38	57	48	33	46	27	36	25	25	36	23	22	42	33	23	32
2	22	20	19	23	6	44	32	15	41	34	2	14	24	17	29	19	32	20	39	22
6	15	9	14	15	11	21	9	9	20	10	12	8	9	12	11	9	12	4	12	7
1	14	17	17	20	2	36	22	13	26	25	2	11	16	12	15	15	20	19	27	15
22	40	24	18	32	36	44	41	29	40	30	28	22	24	39	19	21	42	33	25	31
11	32	22	24	26	17	51	31	24	42	31	16	21	21	24	27	20	34	21	33	26
7	33	33	26	27	10	62	38	28	45	44	10	21	33	25	38	29	46	32	44	24
1	25	23	18	19	1	48	32	20	44	31	2	16	22	20	28	22	34	18	42	21
15	35	29	32	33	22	62	43	26	51	34	16	25	30	37	26	27	44	34	36	31
3	17	17	11	14	3	37	27	12	27	24	4	10	17	11	21	14	19	16	27	21
21	32	19	23	27	29	49	35	27	40	25	18	28	19	37	20	16	33	23	25	25
4	23	25	23	23	6	42	18	19	30	37	4	14	26	19	28	22	34	23	32	15
6	30	25	25	26	9	53	32	24	43	36	6	22	24	26	31	22	33	22	42	25
10	36	24	29	31	20	55	37	26	50	36	14	26	25	32	33	20	42	21	42	27
6	18	22	21	24	8	39	15	14	32	30	8	14	22	18	23	21	22	20	26	17
1	22	24	23	24	3	41	29	11	36	30	0	12	23	18	24	19	24	20	29	18
6	24	27	20	22	10	51	41	21	42	39	8	14	26	20	28	23	31	29	38	32
3	6	1	5	6	7	8	6	5	8	3	0	5	1	6	2	1	5	1	4	3
13	28	24	21	22	16	48	37	23	43	33	18	22	25	22	30	22	31	18	37	31
10	16	17	14	17	12	42	30	18	36	21	12	15	17	16	13	15	25	17	25	27
10	29	24	24	23	15	48	37	21	42	31	12	16	24	23	29	23	31	25	35	21
15	35	25	21	28	20	48	27	29	42	34	20	29	26	36	27	22	43	34	34	24
20	40	26	33	32	34	67	48	32	56	34	26	28	26	36	32	20	45	35	37	39
10	16	21	21	20	13	39	27	18	29	27	10	14	21	11	21	16	29	25	24	20
7	10	11	13	12	9	29	16	14	21	14	4	12	11	11	10	8	20	14	20	21
16	52	30	32	34	24	62	53	37	57	42	12	25	29	44	43	26	53	45	50	38
6	30	27	26	29	9	55	32	26	43	37	8	23	27	24	32	22	38	26	45	20
8	7	2	5	5	11	16	0	13	9	7	0	11	5	8	8	3	6	4	9	15
2	38	31	29	30	8	57	42	23	53	43	4	21	32	39	39	28	46	21	50	22
11	37	17	14	15	17	53	40	30	49	28	8	18	17	31	31	16	37	25	42	36
7	16	21	17	17	8	38	22	16	26	25	6	13	19	13	21	17	32	24	21	16
11	35	34	25	28	13	66	48	32	56	38	8	27	33	33	33	24	46	32	50	31
14	34	31	35	39	23	63	47	26	51	34	20	23	31	36	28	29	46	33	35	25
4	17	19	17	20	4	38	29	16	29	27	6	16	20	13	21	16	28	22	32	20
18	30	22	23	26	23	45	32	28	34	28	8	25	22	23	25	18	34	30	28	29
4	23	24	16	18	6	57	45	19	52	33	4	14	22	17	31	24	31	27	47	33
15	37	27	27	28	20	66	40	31	62	37	14	29	29	32	28	20	50	32	37	33
2	12	17	14	15	4	32	19	12	30	29	0	9	18	11	21	15	21	14	29	17
15	26	20	23	26	21	46	31	29	36	25	18	25	20	25	17	17	34	23	24	20
23	37	21	29	31	34	55	32	36	39	30	26	28	21	35	25	15	43	22	27	31
14	30	25	29	33	22	47	35	23	34	32	16	22	25	29	24	24	38	32	24	18
7	20	23	23	25	8	43	28	15	34	27	10	15	23	15	23	17	28	19	31	20
6	18	22	19	21	7	38	27	16	34	27	10	14	20	16	24	19	27	17	30	23
6	26	36	34	37	9	53	37	14	41	38	8	19	32	19	28	31	39	29	35	21
15	13	6	9	8	18	21	0	16	13	7	20	15	5	13	4	6	16	15	4	16
8	29	22	25	27	16	52	46	23	47	34	14	19	23	27	29	20	41	29	41	29
4	15	21	15	17	5	37	21	16	32	25	2	16	21	14	22	19	21	12	29	20
8	28	23	18	25	13	54	33	29	45	32	14	23	21	29	24	19	37	25	41	25
13	51	41	30	42	21	72	45	31	54	55	20	26	40	45	42	32	58	48	47	23
12	22	15	18	17	20	40	34	19	40	20	6	20	15	22	17	14	30	25	23	28
7	25	24	16	23	12	44	39	21	39	36	10	18	22	21	30	22	34	24	37	29
12	21	27	27	33	15	52	31	26	37	34	10	27	29	22	23	25	39	28	32	15
7	25	32	28	29	13	51	39	17	42	37	8	17	32	21	29	25	36	27	38	24
5	25	23	23	23	6	49	30	20	41	35	6	21	23	22	29	17	31	27	37	21
3	27	38	32	34	4	56	33	20	45	43	4	13	36	22	36	29	42	35	40	21
8	33	24	17	27	15	43	29	20	37	29	6	18	21	26	24	18	34	28	29	20
8	23	20	22	23	14	47	27	19	38	28	12	23	22	23	25	18	35	22	33	22
5	30	22	23	22	8	44	25	19	36	31	6	20	22	23	31	21	37	24	37	26
14	39	21	17	27	24	44	32	31	31	30	14	23	19	34	26	18	42	28	30	24
12	23	15	17	19	15	38	25	18	33	21	12	14	13	19	18	13	26	13	28	25
7	14	7	7	8	10	25	15	14	22	12	8	11	8	12	12	7	12	8	24	19
20	30	12	14	18	25	43	29	26	41	18	32	21	13	20	16	12	36	12	28	30
5	4	2	7	7	11	10	6	6	9	3	2	4	2	2	2	2	4	2	3	10
20	34	23	24	24	26	47	34	33	41	29	16	28	21	32	28	18	43	23	30	23
1	4	7	7	7	3	11	9	2	10	7	2	1	7	3	5	7	8	5	7	7
2	24	21	21	23	4	35	17	16	32	28	0	12	18	19	23	19	26	19	29	14
9	22	12	17	15	14	33	24	18	27	15	10	12	11	17	13	12	21	16	20	25
4	18	18	15	18	4	36	19	16	29	22	6	16	16	12	17	14	23	17	25	13
21	36	22	29	28	32	57	44	28	53	29	28	28	23	36	25	21	39	32	39	37
14	32	30	27	29	17	58	30	30	44	41	16	22	28	27	34	27	40	28	36	26
14	31	22	26	25	23	49	31	22	44	31	8	16	22	28	27	20	37	28	32	25
2	24	32	30	32	2	47	23	14	41	38	2	16	26	17	29	25	36	29	35	20
14	25	29	33	32	23	59	41	22	47	33	22	21	27	22	24	23	42	34	41	29
5	18	28	28	29	6	41	23	14	34	29	2	16	26	18	25	22	23	21	28	18
7	33	22	25	28	12	49	20	22	30	35	10	18	21	21	29	21	33	24	33	20
13	32	21	17	25	21	49	39	30	41	30	16	29	22	31	30	18	35	26	38	29
12	32	23	22	23	16	45	28	29	40	31	10	29	26	30	30	24	41	21	30	13
9	17	16	15	15	11	45	36	20	39	20	6	18	17	20	20	13	26	24	34	31
1	20	20	18	23	1	39	24	17	32	34	0	13	20	16	26	18	32	17	35	12
13	22	14	18	17	18	34	20	20	24	22	12	15	14	21	16	13	23	19	16	17
18	36	26	26	32	24	59	41	28	50	36	16	23	28	32	28	24	44	30	40	28
14	36	26	25	26	20	60	40	36	51	39	8	31	27	34	31	24	43	25	42	24
9	10	6	7	12	11	20	11	12	18	11	14	12	9	11	11	5	10	5	13	12
1	19	29	26	28	2	46	23	15	35	36	2	14	27	13	30	27	33	23	34	18
8	17	15	12	13	10	32	20	14	27	18	0	12	13	17	13	13	17	14	22	15
7	27	28	28	30	8	56	23	19	39	37	8	22	26	15	26	20	40	31	38	25
15	30	27	26	27	21	63	43	32	47	33	10	30	24	25	29	22	44	30	38	35
0	10	13	13	14	0	21	11	9	16	21	0	7	16	7	17	11	18	13	20	7
14	38	25	28	31	25	57	31	28	51	37	12	27	26	40	30	19	38	32	37	30
15	30	36	32	34	20	65	41	27	54	44	20	32	39	28	31	29	44	33	39	30
6	26	23	19	21	7	42	25	18	39	33	8	13	25	22	31	21	31	22	40	19
18	36	26	22	21	23	58	42	39	51	30	8	30	26	33	24	24	33	31	44	36
10	31	27	28	31	14	48	25	21	43	39	14	19	28	20	32	20	39	31	38	25
7	32	25	19	22	9	53	39	25	46	38	4	21	26	26	31	20	40	22	43	26
23	38	26	32	36	33	58	44	31	54	33	26	28	25	31	26	24	44	34	36	39
3	13	19	20	21	4	36	23	16	30	25	2	12	19	10	24	13	23	22	29	23
13	32	24	27	31	21	46	37	27	38	29	22	22	24	25	28	25	41	33	31	30
10	25	20	26	26	23	43	28	23	35	33	18	16	22	25	28	16	38	23	26	22
22	38	17	18	20	28	56	36	33	51	30	30	29	18	34	25	14	37	27	46	30
12	29	18	15	17	15	41	30	27	40	25	14	19	19	31	21	16	26	20	36	12
19	34	25	27	28	30	54	40	32	43	29	20	29	24	26	25	17	40	28	34	31
6	7	13	16	16	10	24	17	9	19	15	6	8	14	10	13	15	14	5	12	9
13	24	13	16	18	20	38	23	20	33	21	14	20	15	22	17	12	22	20	23	22
8	34	34	36	40	16	68	49	17	62	42	12	15	35	30	31	29	43	36	45	30
15	30	10	18	16	23	42	28	23	37	16	18	21	9	28	13	6	26	12	20	30
7	13	9	3	6	10	20	16	12	16	16	2	13	11	12	13	9	17	8	18	15
13	18	10	14	17	21	37	24	22	25	15	6	12	12	17	13	9	22	14	20	21
4	10	8	4	5	4	16	15	9	16	9	6	5	8	11	8	8	11	5	15	7
9	12	6	7	11	12	25	17	14	22	10	8	12	7	17	9	4	14	9	14	9
2	7	3	6	6	6	11	3	7	11	9	0	5	4	10	4	4	9	5	8	2
1	1	2	2	3	2	5	4	1	4	2	2	1	2	1	2	2	0	1	3	3
8	24	34	29	32	12	63	44	21	54	43	6	22	33	24	33	31	40	30	49	27
15	40	24	27	28	21	57	38	26	46	33	18	25	25	32	29	20	42	33	32	22
1	16	16	14	15	1	31	27	13	28	24	2	12	16	11	20	13	22	19	30	15
10	34	20	18	25	13	54	33	30	39	37	8	26	20	27	26	15	39	37	37	32
12	33	19	15	20	17	60	42	30	53	31	10	25	20	32	28	18	37	18	45	26
13	23	12	19	21	23	36	24	19	32	19	16	19	12	20	14	12	30	20	20	17
11	37	28	28	30	15	56	39	28	51	38	10	29	26	30	32	22	37	33	40	28
17	21	18	12	23	21	28	29	17	23	20	22	21	18	17	15	18	34	17	21	19
4	27	24	26	27	11	49	34	19	42	34	4	17	23	23	31	21	35	26	40	25
1	15	16	15	16	1	28	14	10	23	23	0	11	17	10	19	14	16	15	25	14
14	36	23	32	34	24	58	37	26	42	29	14	29	22	29	23	22	34	28	33	30
1	14	23	18	19	1	36	20	14	24	34	2	14	27	10	23	17	24	19	26	10
24	35	11	18	19	33	49	31	40	43	22	34	33	13	32	23	10	31	24	34	34
6	25	21	18	21	9	43	28	15	37	34	6	16	22	18	28	20	31	21	35	19
9	13	5	8	12	14	20	9	14	17	10	4	12	5	13	10	4	16	10	10	8
17	32	16	18	21	22	49	33	28	42	25	16	24	17	29	22	14	31	21	32	28
3	26	18	21	26	9	42	31	22	37	31	4	16	21	24	23	16	29	22	31	15
10	18	22	26	25	20	49	36	19	46	29	14	15	24	22	26	21	27	22	39	29
14	35	25	27	31	18	52	37	28	46	33	10	26	25	31	24	23	34	27	37	21
11	48	32	32	37	19	72	47	39	65	45	16	35	31	48	42	29	60	35	55	23
9	25	16	17	20	14	42	33	16	34	24	10	15	19	21	21	14	28	22	33	19
10	27	14	20	21	18	36	25	20	31	20	12	16	14	25	18	11	25	11	20	16
10	15	32	21	21	15	52	41	15	45	36	12	15	33	18	31	28	33	26	39	24
10	41	36	31	37	14	64	48	28	50	44	8	24	36	33	40	27	49	39	48	27
7	23	17	21	22	14	38	26	15	36	22	10	16	16	21	16	15	26	12	21	16
17	38	35	33	38	24	72	47	29	58	47	16	27	36	34	36	32	45	35	44	25
8	31	20	24	24	16	50	32	23	42	28	10	21	17	27	24	14	34	37	36	24
15	25	8	11	18	20	32	21	21	29	18	22	14	11	20	16	8	24	15	21	16
4	13	14	12	16	6	27	21	9	25	20	2	6	16	12	14	9	21	16	22	13
19	42	31	35	35	30	62	42	36	52	41	22	32	31	31	36	22	50	40	41	37
8	24	29	25	30	9	63	30	27	46	45	10	27	28	24	30	24	39	31	40	18
6	26	26	22	24	6	49	26	21	39	33	12	13	25	16	28	19	31	25	39	28
7	26	34	35	34	17	62	45	18	51	38	4	14	33	26	30	27	41	32	45	32
8	18	12	17	20	14	31	20	16	27	15	14	17	12	19	12	10	19	12	16	10
8	26	24	23	26	16	58	46	20	54	33	8	19	24	24	27	25	37	20	40	32
14	33	22	17	24	17	46	33	26	41	32	16	21	22	27	28	20	42	24	36	21
0	10	18	14	15	1	31	21	6	25	24	0	6	17	10	17	13	20	17	23	15
20	41	21	17	31	34	39	40	28	33	28	14	27	23	36	24	17	41	30	33	31
10	26	21	20	24	15	52	37	18	49	30	10	18	21	20	26	15	31	27	39	34
12	18	12	17	22	18	35	21	15	29	18	8	15	12	20	14	10	18	13	17	16
18	32	21	13	31	29	41	32	27	25	33	22	29	26	31	28	20	32	26	32	26
14	35	25	19	21	19	52	41	29	44	31	24	19	25	34	27	20	41	29	40	26
22	21	7	14	19	30	34	21	26	32	11	28	23	10	25	11	8	21	14	24	15
20	42	30	23	34	27	67	45	35	56	42	26	31	30	35	35	25	46	33	45	34
8	25	22	25	24	16	46	27	19	42	27	14	17	20	23	24	23	34	25	32	22
16	32	24	21	23	20	52	31	31	44	35	10	27	23	26	32	23	38	24	37	34
1	28	28	23	24	4	47	33	20	42	39	2	11	28	21	33	24	36	23	41	24
19	27	16	17	17	25	37	24	32	30	24	12	23	17	23	21	11	26	19	24	38
2	3	2	3	3	4	11	10	3	10	3	2	3	2	2	3	2	5	1	8	6
10	14	9	10	13	11	24	10	17	19	22	8	15	13	16	16	8	20	13	16	6
22	45	19	23	24	30	62	42	36	56	33	20	28	21	33	29	18	42	28	39	43
2	24	21	16	16	3	41	26	16	40	34	4	16	22	21	29	20	30	12	37	20
5	15	13	11	11	7	32	20	16	30	21	6	16	15	15	20	11	17	13	27	18
16	31	21	27	26	26	54	38	25	47	26	16	21	21	31	22	20	35	28	30	30
8	22	17	16	22	10	39	15	20	30	24	16	17	17	16	17	15	21	14	26	16
1	10	14	9	10	1	24	16	6	22	19	2	6	13	5	16	12	14	11	19	13
16	27	25	30	30	22	61	34	31	50	30	26	26	27	28	27	20	35	20	35	24
9	23	18	22	24	19	53	41	18	46	27	6	18	18	21	22	19	36	26	34	31
4	26	22	21	28	6	45	29	15	34	34	6	20	22	19	25	18	34	24	33	13
24	39	22	27	30	30	52	30	36	45	29	26	29	21	36	23	19	45	30	25	27
12	33	13	9	25	24	21	24	26	18	27	2	23	15	27	21	9	26	24	23	21
18	20	16	18	21	24	40	28	21	34	20	22	20	17	21	18	14	19	14	26	33
13	23	15	16	17	17	42	23	23	35	25	16	22	17	23	20	11	27	16	27	22
11	24	22	22	28	17	40	32	16	34	27	12	13	25	18	22	22	34	25	29	22
10	35	23	26	29	22	62	48	25	58	35	8	21	25	35	36	19	45	24	48	27
7	19	18	14	19	9	36	27	12	28	32	6	10	24	14	26	13	23	16	32	19
1	10	12	8	11	3	26	18	13	23	21	2	9	13	9	18	9	18	11	25	18
4	22	23	19	22	5	46	35	18	42	36	4	16	26	15	33	19	30	26	45	30
5	22	24	21	25	6	45	30	15	35	30	6	12	22	19	27	22	30	27	30	20
13	38	20	25	26	22	54	34	30	47	32	8	31	20	30	24	18	34	22	34	27
12	15	3	7	7	17	24	13	17	19	10	14	14	5	13	7	3	11	4	14	22
3	31	21	19	24	6	58	34	30	46	40	2	26	22	27	31	20	35	21	50	24
15	28	29	24	25	19	66	45	32	55	36	18	28	28	26	31	26	36	25	44	34
11	24	9	15	14	19	31	22	19	29	16	12	20	10	24	15	8	21	14	18	19
25	44	22	19	34	28	69	53	38	62	33	28	32	23	40	27	19	44	36	44	31
10	36	28	27	28	16	53	30	29	41	39	10	25	29	25	34	24	43	29	42	29
10	28	22	26	27	19	51	41	19	43	32	14	14	24	21	26	18	36	30	36	28
7	11	5	6	9	9	12	10	9	11	6	8	5	5	5	6	5	10	5	7	5
9	24	20	15	17	11	36	28	24	27	31	8	23	22	19	26	13	30	16	33	22
19	41	24	25	26	28	63	39	38	51	39	16	33	23	35	32	21	42	29	44	42
16	24	9	20	23	29	42	24	19	34	11	18	17	8	22	8	7	28	24	14	26
4	23	27	24	25	5	52	34	23	42	37	2	17	29	20	27	21	32	23	37	19
13	35	23	26	27	21	56	38	25	45	26	16	26	22	28	25	21	42	28	39	31
24	33	15	23	24	34	50	25	36	41	20	22	35	13	34	15	9	37	23	22	18
10	28	24	27	30	16	49	32	20	44	28	8	24	23	31	22	23	34	27	26	15
8	26	31	32	35	12	61	46	21	54	39	12	17	30	22	34	30	42	28	49	27
6	3	0	1	1	7	7	1	6	4	0	12	6	0	4	0	1	2	2	1	1
19	26	13	18	24	25	42	21	27	30	18	20	25	12	19	13	11	29	21	19	20
9	38	28	31	35	19	63	42	27	55	37	16	23	27	34	32	21	43	30	43	21
6	19	18	17	18	7	31	22	18	25	22	6	12	16	12	24	13	23	22	24	21
14	34	26	21	27	18	57	47	27	47	37	10	24	25	28	32	21	43	24	43	35
16	23	20	23	25	22	56	38	25	42	25	24	22	19	19	22	18	28	24	35	31
2	2	0	2	4	4	2	2	2	0	0	4	2	0	2	0	0	2	0	0	2
16	16	7	9	11	19	31	16	20	28	10	14	20	7	19	10	9	15	9	18	17
27	40	15	23	25	36	50	38	38	42	19	38	30	13	27	16	14	39	25	24	32
18	22	18	18	20	24	37	21	27	33	24	24	20	19	23	20	19	32	20	22	18
12	29	17	23	23	20	37	21	21	30	25	14	20	17	27	18	17	34	26	19	14
3	22	19	20	23	6	34	23	13	32	26	6	14	19	18	23	17	31	19	27	11
17	32	30	24	35	25	48	32	29	43	39	18	31	34	31	29	28	42	28	36	29
6	16	13	12	14	7	32	14	18	26	23	6	17	14	14	16	12	20	13	24	13
16	17	11	14	14	19	30	15	22	26	13	18	17	10	14	11	10	22	15	19	21
11	16	11	12	14	15	33	24	18	28	19	14	16	12	15	16	10	18	7	24	19
12	21	14	21	23	22	40	25	21	36	18	16	15	14	24	16	12	28	20	20	16
12	23	24	21	23	15	55	37	23	45	33	16	24	24	22	25	21	31	15	39	27
8	27	23	26	25	17	54	45	24	51	30	2	13	24	28	24	19	33	18	43	22
15	37	27	27	29	20	57	40	28	51	35	8	30	26	30	31	20	43	35	40	31
5	29	30	28	29	10	55	41	18	49	43	6	16	30	21	37	26	39	21	46	31
11	31	25	24	28	14	42	27	24	35	33	12	19	25	21	30	22	37	24	36	22
9	20	17	15	16	11	41	29	18	38	26	8	15	18	23	20	16	26	14	32	21
9	22	13	9	16	15	40	25	22	32	24	10	20	12	21	17	11	27	21	29	25
22	37	20	25	29	32	54	39	34	52	31	28	26	22	40	18	23	39	30	28	19
20	41	26	27	29	28	53	39	33	47	38	28	29	28	37	33	20	45	29	35	24
4	26	30	32	35	6	48	20	13	38	35	4	20	28	21	24	23	35	27	30	10
12	31	25	23	26	15	49	35	26	43	34	16	25	24	21	30	19	32	22	39	28
14	41	28	27	31	21	58	44	29	48	39	12	24	27	32	30	20	47	34	33	28
7	30	18	13	21	11	44	22	24	33	33	8	27	17	22	26	14	36	20	34	16
4	24	25	23	27	5	46	26	19	35	33	4	19	26	15	26	22	32	26	36	17
